@relation HandStrength

@attribute HandStrength numeric
@attribute PotSize numeric
@attribute ActionCount numeric
@attribute DeckStrength numeric

@data
16828752,10,10,824640
17414784,12,9,764290
34280704,36,10,17519632
17479792,124,12,763681
33901056,38,10,676880
67436544,66,10,554306
33692416,24,10,762657
17602656,42,9,825441
16954960,24,9,16953600
34376192,54,9,17352192
17277728,16,10,684816
34237184,220,10,17212192
16885840,24,9,16884992
17484656,12,9,834162
17610320,4,9,17589552
101163008,800,13,17277184
33818880,82,11,16815680
17283680,36,10,763749
17602640,36,9,17584896
34343168,160,12,16828704
34085376,34,10,16877104
34106112,26,10,33970176
101449728,72,10,34343424
51034368,8,10,51025152
101236736,24,11,50907648
17353584,84,12,833650
833924,4,9,759873
17483888,8,9,829552
17287744,172,12,17253152
34158592,48,12,17012752
824899,24,9,811809
100818944,72,9,50500864
50706432,24,10,50692864
17217872,108,10,17216816
17021024,16,9,755233
17353328,8,9,17344256
34179840,14,9,34177280
17218176,24,9,763440
17086848,4,9,17077792
16955488,8,9,754977
17602656,432,11,820803
17527840,48,11,750096
694372,36,10,694336
17021296,420,13,759568
17082704,70,11,693298
17349184,72,11,762912
34371584,10,9,34369792
17352272,16,9,820816
33950464,16,9,16823888
17279072,16,10,554563
17348384,8,10,755489
17418832,74,11,693570
17409344,24,9,693571
67371008,144,11,16990464
51095040,40,10,17540624
16820576,4,9,16815136
34232320,16,9,17466672
34171648,48,11,17021280
67436544,26,10,67436544
17283456,36,10,17283456
17091488,8,10,828736
34294784,162,12,33819392
17610864,432,12,17593392
694354,12,10,623905
34180096,34,10,17417760
34015232,26,10,17269504
694373,72,11,693553
84710432,216,11,17417472
101019648,338,10,50689024
34221056,34,10,17471520
16886144,14,10,694305
17419168,36,10,17419168
17602656,270,11,824864
34248448,48,11,17409584
17467232,108,11,689731
17483888,96,10,829538
34220800,34,10,17479968
17611408,16,9,17611280
17536560,10,9,746272
50575616,800,12,759601
67567616,72,11,484673
833875,38,10,758560
16877136,8,9,550177
821075,108,11,821075
33950720,62,10,16823888
17462848,50,10,685089
17418848,38,10,17409536
33757952,4,9,33756160
16894608,10,9,694081
833909,4,9,833876
17025680,38,10,694320
34227712,50,12,17081600
50951424,92,11,17396496
17484656,12,10,834166
34040832,36,10,17274416
34159104,16,9,17408784
16829296,14,9,750608
17078112,10,10,620096
17353296,16,9,829523
17012576,4,9,620114
33827328,26,10,17073440
17541232,36,10,763664
17549392,72,9,17548544
833381,24,11,833108
17610864,800,12,821058
17221456,48,9,484641
16824976,72,10,16824592
34314240,4,9,34313728
34313984,340,10,17413632
17484640,24,9,834148
16829312,16,9,833635
34170112,182,11,17208576
17089840,28,10,17060352
67371008,144,12,16884784
51161088,4,9,51122176
17008208,10,10,550194
34176000,28,10,17287488
34216704,62,10,16890368
34096640,72,10,17072640
824914,12,9,614928
17589296,24,9,812082
33892352,24,10,17138192
17606992,120,12,829780
50510080,10,10,16955216
17348944,44,10,759858
17287824,10,9,17278480
17549424,58,9,833377
17021008,14,10,17007904
17471056,72,11,681281
825411,24,9,824370
34024448,38,10,16960368
17606224,4,9,17585184
17221744,36,10,816672
84509746,32,10,763954
50643456,72,11,17047808
829797,72,11,681283
34384640,62,10,34382592
16960144,10,10,829728
17017216,48,11,694064
34375936,28,11,17353040
17401680,108,11,624433
17288096,16,9,764272
34347264,8,10,17601808
67764224,36,11,829830
16829344,38,10,16828960
16829328,44,11,16827936
17283728,28,10,694083
34036480,24,9,34035200
17353296,14,9,17351168
17021264,70,11,759105
17610832,72,10,17610016
67567616,36,10,480304
17091184,14,9,829251
16959584,108,12,16942608
17471600,108,12,17471552
17222560,12,9,17218096
84366352,26,10,17133824
17152048,70,11,754465
34372096,272,10,17287760
820547,44,10,820528
17017216,48,10,624432
829524,12,9,807969
17414768,14,9,17414768
17020480,36,9,746272
33888512,32,10,17142288
17152608,72,10,746785
16829328,216,12,16828704
17541504,36,10,764256
33754112,8,10,17024000
34298368,72,10,763202
34019328,36,9,34019328
33885184,16,9,16827936
17288000,800,13,750608
34219520,72,12,16950800
17222288,20,10,829777
17222528,8,9,833635
34379776,48,10,34367488
34228224,36,10,17082448
34286592,24,10,16955728
17222256,4,9,685651
17283712,100,11,689984
17484160,216,10,17466960
17069648,144,11,484368
17025360,112,10,611105
17549424,48,10,833651
17288032,14,9,833363
833910,50,9,751137
84645648,144,11,17535504
16894336,16,9,825441
67567616,14,9,17392960
33970176,34,11,554577
17610864,24,10,17596672
17537136,54,10,759889
17611392,36,10,834176
101261312,48,10,34152448
16886144,12,9,694353
50496768,72,11,545842
33757184,32,9,16877088
17471584,48,9,693776
17087072,8,10,762913
34376448,16,9,17348912
16820592,10,9,685360
100671488,48,11,50364928
51034368,22,10,51019776
34159360,24,11,34157824
34375168,34,10,17352240
17602128,24,10,812321
33958912,14,9,17220384
16955488,4,9,755266
34298368,36,10,17532752
67829760,24,9,16824960
17025872,14,9,832288
16823616,16,9,742416
84575536,26,10,17466672
134479872,72,10,17085184
50567168,36,9,17012800
50501120,432,11,615201
84715568,24,10,84715568
17606752,36,10,829524
17217600,24,10,755233
34018816,48,11,16872768
16890480,108,11,16890368
84714545,144,12,541456
34285568,16,10,754721
17611408,800,14,829811
17537104,188,12,759892
34285568,4,9,754976
118079488,48,10,50970624
17143920,34,10,624464
17157008,8,9,833872
67567616,36,9,694115
17152656,30,9,693843
67502080,108,9,693844
34375936,206,12,825426
34370560,36,9,17285904
17347904,12,9,17318688
17483040,24,10,807440
34226688,108,12,16884768
101384192,540,13,34276096
17537104,4,9,17535760
101040128,26,10,34363904
16824960,108,11,690000
17419136,800,13,17414256
829557,16,9,821025
50689536,72,11,484674
694370,36,9,624160
34245632,72,11,17344080
50440192,432,11,16885840
17462864,24,9,685650
17025136,40,10,816434
34379776,34,10,17418304
17611360,14,9,834149
34016256,12,9,34016256
17021296,26,10,620115
34364160,36,10,17157024
34221056,72,12,829794
17353360,36,10,694304
67371008,16,10,758561
694116,12,9,694116
34355712,70,11,17597216
16959872,8,9,623393
829012,44,10,681264
833364,16,9,742432
17218176,30,9,764005
17090400,16,10,816704
34177536,66,11,16947216
17352512,24,9,821040
67305472,324,9,676640
84575009,100,11,16892704
34355712,54,10,829489
33622784,4,9,16824848
17483888,216,13,829456
34093824,8,9,17347888
33970688,10,9,17147408
34110464,50,10,821088
34236160,62,10,17213264
67502080,36,10,681282
16820320,108,11,16811280
16956016,4,9,685378
17288096,60,10,833905
17471024,36,11,693809
33962752,10,10,17020432
17200432,8,9,484658
17020768,10,9,751184
34245632,38,10,17483840
17082480,16,9,689474
34105088,36,10,554578
17156736,16,10,17156128
17480064,8,9,17470720
34102272,36,10,17347904
17222256,24,9,685648
17217344,16,9,751137
554578,72,9,554256
33897216,8,9,17020752
33754112,156,12,828192
833091,4,9,812080
17419104,4,9,17413712
17217568,36,10,17203728
17540144,32,11,672528
17611360,72,9,834148
17611120,48,10,833910
17397328,36,11,620113
33884928,24,9,16823584
34314240,50,10,17537024
17607040,56,9,825460
67895296,144,12,16894608
16890496,28,10,754465
67502080,36,9,676641
17217648,38,10,755553
17532464,28,11,746273
84715618,100,11,821090
101482496,36,10,51148288
34093568,16,9,17016848
34230784,38,10,17146384
17283728,28,10,694100
17611088,36,9,17611088
17548336,26,10,832272
33950464,8,9,16807440
17611072,70,11,833857
34085376,144,10,689473
690020,44,10,554000
34355968,108,11,17025856
17025376,4,9,824915
17274960,30,9,624433
34022912,36,10,16938496
34162176,70,11,17077520
834196,14,9,828464
17143920,48,11,17142560
34085888,36,10,17351696
101298176,10,9,50973440
34290176,108,9,763987
759909,24,9,759909
17418864,48,10,825120
34106368,24,9,17331776
17611328,36,10,834098
17135168,34,10,484641
117919744,108,9,34030848
34355712,48,11,17593120
17549952,88,10,834112
34105088,10,9,34104064
34355200,16,9,17598256
100708352,36,10,50378496
34302464,96,11,17215744
17414256,24,9,759922
34380288,8,9,17606992
17549872,16,9,17548048
17016672,324,12,685618
17025408,36,10,17012256
34016256,26,10,16828784
67829760,800,14,764192
34024192,28,11,755554
34154496,108,11,34153216
33762304,8,10,16959536
34171904,84,10,17221696
17549696,88,11,833842
33893376,36,10,17155616
17397280,10,10,620048
17213824,34,10,694288
17541504,32,9,764290
51034112,52,11,17479776
17419088,16,9,17413392
17418880,166,10,829792
16894880,108,11,834161
33819136,30,10,33817856
17151552,24,10,17121808
17156400,50,10,17117440
100691968,64,12,100671488
16889696,34,10,484368
34278400,36,10,16829344
829268,96,11,480288
34089984,8,9,17351168
17016944,16,9,17003840
833910,16,9,620098
17017216,16,9,694369
67829760,108,9,763714
17611392,88,10,17597440
50640128,10,9,17085696
16824416,10,10,754464
34241280,50,10,17283600
16828528,4,9,821008
764294,24,11,764240
34081280,32,10,16820304
17353296,24,10,17343264
33891328,48,11,16924928
17344880,12,10,694304
16829312,12,10,833635
17417264,88,11,803616
833926,96,12,759907
689748,48,9,681008
764261,4,9,764242
34290688,96,11,17025888
33963008,20,10,17025376
34040064,36,9,17261056
759652,24,11,751169
34387968,14,9,34387712
17413696,148,11,17391872
34282496,34,10,34280192
16960144,28,11,16950784
34027520,24,10,17253120
34036480,156,12,33883904
17470240,34,10,693025
34159616,36,10,829745
34277888,18,9,17527296
824916,12,10,812353
820803,36,9,820257
17549952,16,9,829504
67305472,14,9,668176
33762304,38,10,33762048
17528368,24,11,17523456
50357248,24,10,410400
34314240,4,9,34314240
17090400,54,9,17069600
34302464,38,10,17537120
50513920,16,9,50497024
834163,38,10,763696
17409872,10,9,693520
17484576,34,10,17477888
33831680,44,10,17073968
84300304,36,9,484624
16815968,10,10,484384
16947312,38,10,624481
34367744,16,9,17156448
17024320,54,9,807712
17278272,24,9,480305
33965312,64,10,17064720
16951408,216,11,16942912
17156752,10,9,829825
34248192,72,10,693826
820820,8,9,820544
84719936,34,11,833824
17598000,4,9,17588992
34281216,156,10,16889392
34237184,148,12,17217792
17323040,174,12,344592
33757184,44,10,16877120
17287744,8,10,829248
834165,12,9,829249
67305472,36,10,832288
17483584,44,10,17461504
34245632,116,12,829488
755523,36,10,554032
17216832,72,11,746784
764278,10,9,759312
33970176,84,10,17138192
16959600,26,10,16942928
17222560,14,9,834166
17607040,16,9,829827
829830,4,9,825426
17471552,24,9,693264
624484,8,10,484384
17611408,10,10,17611120
17156464,10,9,825184
16894880,8,9,834064
17091200,8,9,689986
84575555,16,9,17147936
67829760,12,10,759601
17222272,10,9,17221440
34309888,52,9,17348400
17344880,72,10,17344768
17221744,14,9,17220880
34149888,12,9,17392912
17419040,36,9,17419024
33819136,24,9,16820000
34379776,70,11,17418288
34036480,16,10,17282576
33692672,72,10,812065
17152640,294,12,763987
34247680,48,10,17470480
50907648,28,10,17352448
759924,72,11,759923
33950720,16,9,17219840
17221456,10,9,17191696
34227712,134,12,681008
84715909,108,10,17410080
17024592,26,10,16995344
17152640,24,9,763203
50492928,4,9,50492928
84707170,216,11,17352448
17282608,36,10,751154
834183,16,9,763749
17147744,8,9,685345
34343680,36,9,833840
17611088,36,10,833841
763749,24,11,746784
17025648,8,9,17025600
50379264,24,10,764256
16820064,14,9,685632
34040576,108,10,751184
34146048,108,11,16815968
34371840,324,10,17273632
51165696,24,9,51164160
17541488,16,9,17540896
101269504,16,9,50967552
34359552,800,11,17090560
833909,50,9,759088
17344080,28,10,689748
821075,24,10,820000
17454128,12,10,17449728
34032384,34,10,17086576
17483872,42,9,829540
34367744,72,9,824916
17222480,8,10,833108
17279024,34,10,689952
764261,108,11,764259
17081648,14,9,672544
759892,4,9,623937
17418864,34,10,829814
834165,4,9,829251
34378752,70,11,34151424
34319360,10,9,17549920
33896704,10,10,17012560
17605952,10,10,17585168
17069616,8,9,475937
17222272,36,10,17220608
17602656,12,9,17589264
17156464,8,9,824643
17156480,48,11,17156384
17353312,16,9,689747
763748,4,9,746512
17025888,96,11,746544
834166,14,9,763749
689748,144,11,689185
17287248,36,10,821057
17353040,36,10,17323040
833636,800,12,549938
51104000,108,11,17536016
34277888,8,9,17532160
16819792,12,9,16819504
17152384,24,10,755008
34162688,24,10,17078384
101134336,800,12,17004048
17602672,32,11,825456
34225152,50,11,17024800
17532192,328,10,754192
17401424,432,13,550211
101269504,194,11,17087120
84720003,144,11,758544
17541488,24,11,764273
34110464,72,9,833652
17279072,16,9,554528
33893376,12,10,33891840
17352240,24,10,820752
17419136,16,9,17413712
834166,4,9,829284
33962496,48,10,17208080
17148288,16,10,694373
17419104,24,10,833893
34285824,72,11,16955696
17156208,340,10,821075
34388480,72,11,17549904
34215680,10,10,685089
16894816,16,9,812321
67895296,14,9,17549360
829284,8,9,816178
16955488,36,10,755233
17610272,36,10,833057
17082720,14,9,17077552
821093,72,11,812337
759875,8,9,758832
50580224,240,11,17020672
17401696,72,11,17397280
16960400,14,9,824914
17532736,72,11,755489
34104576,16,11,550208
34289920,32,10,17531952
16894064,10,9,16893504
16960384,8,9,16958992
67436544,10,10,16864032
67829760,36,10,67829760
16828240,16,9,16806928
17156752,144,12,17156608
34016000,38,10,16823824
17484656,30,9,834165
16894608,32,11,829760
16886144,44,10,689729
34097920,144,10,763970
17413968,38,10,759634
17021584,16,9,17021312
17528128,184,11,750624
33756672,24,9,33752576
33831936,24,9,833347
50438912,48,11,668176
17419120,228,10,759617
101408768,54,9,51089664
17025392,10,10,825171
16824880,24,10,16790032
17537120,72,11,17532432
34347776,4,9,34347776
16894528,26,10,827920
17348976,14,9,759858
17218192,24,9,759346
50514688,216,13,16960400
17017200,36,10,685360
16881472,10,10,606992
101031936,176,11,50700544
829524,24,10,820544
16829040,28,9,16819232
834165,36,10,834161
17353616,72,11,17352976
17549424,16,9,17532688
17287808,50,10,690000
16960368,64,10,750625
33692416,24,9,16888864
833859,216,12,607008
17467232,108,10,689987
34159616,16,9,17417520
34243072,48,11,17342976
17091456,26,10,17086512
34368256,72,9,833378
101302272,106,11,34377984
17606992,38,10,829777
50766848,108,12,17212448
17327152,48,9,17326592
17396768,44,11,619553
763748,14,9,763681
17484672,58,12,763988
17016384,32,11,410384
34372096,50,10,17287824
17340256,144,10,17327152
17020224,72,12,17019392
34351104,96,11,16958976
34224384,26,10,17470512
17611136,10,10,17602592
84719664,24,10,17025792
829830,38,10,693824
34092800,10,10,17008400
34245376,242,10,17466400
750898,48,9,340496
33958144,26,9,17209376
17283712,64,11,763746
84710960,72,11,824896
33971200,62,10,17200384
17025136,36,10,821042
67633152,72,10,17139520
17287488,16,9,825104
84719972,144,12,17548336
17020992,44,10,541456
16894832,50,10,16889120
33970176,72,11,17200416
34306048,72,10,34028288
33892864,10,10,17147456
17156736,40,10,829552
17222464,8,9,812048
84580464,66,12,17467136
34294784,14,9,17091376
34298880,12,9,17156880
17147456,106,11,680993
16885328,36,10,681281
17156976,16,9,17155904
17414784,10,9,17409600
34278400,108,11,17548032
17274448,12,9,17274368
34171904,8,9,17417808
17287504,8,10,825171
34343168,36,10,16828768
17353312,24,9,829505
84509200,48,9,823824
764278,12,10,763744
17483616,8,9,17483568
17352480,8,9,17350912
17414240,32,9,759904
84431376,112,10,34084096
17082704,12,9,693571
550211,800,12,550160
100864000,800,14,17007120
694389,12,10,694388
17549632,36,10,833858
17607040,38,10,829489
17353328,12,9,821056
50711040,800,11,829264
34108160,12,10,34027520
824643,44,10,611360
50449152,24,9,50446848
17286464,24,9,816417
17151808,26,10,17134608
17541456,108,10,764243
17483888,24,10,17483872
17143904,12,9,624210
34028032,22,10,17016592
17352512,96,11,816144
17409600,4,9,17409536
17548608,30,9,832833
690021,4,9,690021
84644914,48,11,764210
16894880,10,9,763745
34031616,28,10,17269776
17602672,108,11,17593648
67502080,36,10,17519664
33757952,24,9,746801
17541216,96,11,764000
17157024,14,9,17156880
67371008,10,9,475937
34351104,156,12,16959040
34244864,48,9,694371
624212,108,11,549921
17090128,34,10,807952
17152112,36,10,17151760
16946480,24,10,611104
34249472,112,11,17471056
17344848,174,10,694336
34040832,432,11,17220608
84641364,14,10,759892
17541424,32,11,17510912
764210,36,9,764192
16894848,8,10,754993
825189,36,10,484673
17288080,24,9,833377
17017216,10,9,694066
16956016,16,9,685378
34277376,34,10,16824432
694100,4,9,685088
17288032,12,10,833378
759926,48,9,759650
17143648,16,10,17134080
17156960,44,10,17150208
50427392,48,10,16873024
17222560,800,11,17216528
16881760,8,9,615201
67371008,24,9,803617
100892672,800,13,34092288
51104000,72,10,51081728
34319360,106,10,17549840
34346752,800,11,16893488
833925,32,9,759891
833876,72,11,833873
84505889,96,11,17143568
34216192,38,10,17453584
34040832,14,9,17282560
829814,108,10,824899
17607040,16,9,829829
33692672,16,9,16959024
824642,16,9,611360
17401696,72,9,624144
825155,24,11,824368
34166528,26,10,34166528
34237184,10,9,763442
33892608,12,9,17143920
17287520,16,10,17286720
34240000,48,12,17462848
834199,4,9,764275
34105600,76,10,17209392
17610560,440,11,17592832
84644880,100,11,17536000
34305536,184,12,751137
833924,24,9,825394
34363136,36,9,17090384
17156208,8,9,554307
820819,24,10,820752
84570640,72,10,762384
33966848,32,10,33966336
17549696,16,9,17549344
67305472,24,10,471568
34221056,166,12,16960336
17471296,48,10,694082
17025408,800,11,824368
17541200,72,11,763971
694083,102,12,607009
17278544,552,9,484674
16946752,48,9,615474
832835,72,9,803616
16828528,16,9,16827680
50693888,42,10,17139552
34379776,48,10,17418304
17222000,112,10,824864
17025648,14,9,685104
694356,216,11,694304
33757440,72,11,619297
764261,14,9,681264
17087056,24,9,742432
34363392,98,11,17597472
34376192,216,10,17606176
694116,24,9,620096
759651,4,9,759312
101490688,8,9,101490688
16960384,4,9,16960256
33954816,114,10,16892704
17606752,216,11,829489
759924,36,10,623665
834183,48,10,829456
84431376,112,10,33884160
100995072,10,10,17147408
34237440,96,11,17213264
17274416,8,9,17261344
51034368,72,11,17479984
34028288,54,9,17261312
33753088,58,11,16811280
50770944,800,11,17187344
33962752,24,10,17020432
16815968,8,10,16815968
17217648,32,10,755522
33831168,8,9,17012032
17540944,24,11,763730
16960400,22,10,16955744
17598032,88,10,820818
34347776,90,10,16894848
16959840,36,10,824864
34212096,8,9,17470720
34028032,10,10,17279024
50771968,36,10,50771712
17593664,36,9,17584896
33967104,36,9,824916
34318592,40,10,17479936
17217328,36,10,751137
829540,72,12,820240
17021552,34,10,685362
16951136,8,9,16934160
17091440,8,9,833347
34302976,38,10,17549392
17549920,58,9,834148
17611120,14,9,833910
33884928,72,11,759104
16960352,24,10,746784
34036736,72,10,17151792
67502080,72,10,414752
17091216,42,9,828465
17148208,36,10,17146384
51095296,76,11,17540928
17609776,36,10,832272
33621760,24,9,16807440
17086512,44,10,541456
833926,4,9,833637
34355968,48,10,34355200
17274944,172,10,554016
17279328,174,11,693808
17091216,8,10,17076752
17090640,70,11,820545
33888512,72,11,16881232
825460,32,10,554000
34290688,108,10,17025856
50709504,216,13,807984
17353008,26,10,820000
34371584,38,10,34028544
34089984,34,10,34089472
17156192,24,10,820817
16894864,4,9,833905
84650099,36,10,764019
101031936,132,12,50711040
17537056,24,9,759841
17200176,72,11,17187072
33896704,26,10,17142560
33761536,8,9,17012512
34224896,48,10,763987
34167808,32,10,17156400
17471040,16,11,693827
17016672,36,10,17016080
17221744,34,10,820801
17025952,34,10,834098
67764224,174,12,694112
17549952,48,10,834112
834166,4,9,763747
100691968,18,9,50378496
17471328,36,11,694112
17212464,24,10,680976
16955232,14,9,750898
17611088,12,10,833872
829540,24,10,829490
34380288,24,9,17606992
34387200,10,9,17548048
33962496,24,10,17012256
34016256,16,9,16828784
34089216,226,10,17330704
17283712,24,10,763731
67895296,366,13,764192
34309888,324,10,755554
16960144,32,10,16959536
17549680,82,10,833842
17221680,38,10,17204000
17274400,12,10,620048
693844,4,9,676896
833927,48,10,833906
16951376,72,9,16950288
34155264,84,12,764290
34245376,46,10,17479776
17549936,16,9,834163
34151168,14,9,17413392
16885856,56,9,549904
694339,24,10,623393
17484672,32,10,834161
34278400,26,10,16829344
16820320,48,10,16802832
16829056,8,10,821056
17222256,144,10,17222256
17589568,8,10,17585152
17348448,24,9,17348128
17418848,50,10,829797
33687808,16,11,16938240
17353504,34,10,17351168
17143904,8,9,624194
17537136,4,9,17536784
17344352,12,10,690016
17353632,12,9,834178
17480016,14,9,764240
34093824,36,10,17343264
34180096,32,11,17419024
33826048,438,13,16924928
17471296,800,12,685088
34036736,64,11,821093
17025952,10,10,834115
34155520,24,9,17416992
50907648,78,11,17344032
17283456,12,9,759907
67698688,108,10,620112
67829760,48,12,17279232
17216832,88,11,746512
34096896,4,9,17331520
84644641,36,10,825137
16820336,144,10,16820032
34284288,34,10,34280192
17418848,24,11,829745
16955504,8,10,754994
33688064,62,10,16950784
17353040,38,10,17339648
33958144,24,9,33957888
34015488,22,10,17253120
764244,4,9,693298
17156752,36,10,829797
17602112,36,10,824897
84715329,28,10,816449
101019648,144,11,33883904
50754816,12,9,17199904
33966080,36,9,17204272
16894336,54,9,820257
17483888,36,10,829504
16820288,10,9,689201
33762304,72,10,33762048
17283168,24,9,755520
17286464,10,9,17257488
33818368,216,10,16802848
34314240,36,10,17537120
50497024,288,11,50497024
17213264,88,11,685362
51025920,32,10,17470992
17541200,12,9,17519376
33957888,10,9,17204256
34151424,72,11,829825
34298880,14,9,17091408
17086560,24,10,17086560
34305536,82,11,17527568
34374144,72,10,17351168
84366369,38,10,16934208
16955712,16,9,758832
33954560,48,11,16889392
34302208,72,10,17217792
17414784,72,10,694352
67436544,800,11,344592
17086576,12,10,755521
16890496,32,10,16877120
34309888,36,11,17348368
34371840,108,11,17286176
834164,14,9,829249
34089984,10,9,16951680
829524,26,10,689185
17606752,180,10,829488
17217616,26,10,755267
17589568,24,10,807969
33827584,38,10,33826560
84715092,4,9,829009
84698384,64,10,17588480
17537120,88,11,755248
833910,12,9,759312
17541232,38,10,763953
34171392,38,10,694368
17549968,26,10,17541392
17222272,40,10,821090
33893120,24,11,16942928
17288032,10,10,833313
17410160,36,10,624468
16894848,8,9,832833
84579856,50,10,693264
17087088,10,10,763748
17283680,24,10,763749
816706,26,10,484384
33827328,8,9,17082400
834199,108,11,825184
17344320,12,10,689986
84698400,194,10,16958976
17021296,50,10,759601
17414256,10,9,759924
34014720,120,12,484640
101347328,648,12,17479792
17222480,24,10,17220880
67567616,24,9,484402
33760768,8,9,16933632
17213248,16,9,685633
33897472,12,9,17155888
34302976,112,10,834182
51025664,24,10,17470480
34375424,92,10,17352448
34110208,32,11,759923
17344336,4,9,17323008
17216832,16,10,17191696
17213760,48,10,681008
34171904,16,9,17413696
50382848,12,9,16828496
16890208,8,10,758800
34081280,36,10,16820304
17221744,12,10,821091
17352544,56,10,821074
16886128,48,11,693776
17353280,4,9,17351696
34354688,54,9,17024288
17283680,36,9,763749
17147712,82,11,685345
17090896,54,9,824641
84300833,30,11,550177
833637,10,9,746784
33827328,24,10,16950272
763748,12,10,685632
833654,16,9,554529
33950208,24,9,16815968
34040064,38,10,17273632
34363392,24,9,34355200
17409072,144,11,17383952
50772224,8,9,17209344
17418336,50,10,825442
17541232,64,10,764017
824916,216,12,824640
834114,4,9,828448
624451,12,9,554032
833909,16,9,619843
33954816,144,12,16889392
34372352,14,9,833648
34098176,250,11,17090560
17479776,72,11,689748
34351360,4,9,17601024
17025920,10,10,820000
17482800,10,10,17449728
67371008,16,11,672545
34301696,14,9,17523472
689746,8,10,681248
34293760,36,10,17086576
17471552,4,9,17470464
17606752,38,10,829540
17349232,36,10,17348368
67305472,42,11,811808
67502080,48,10,742432
764018,96,11,689952
834198,38,10,764258
17419168,26,10,829814
829812,8,10,829251
16890224,14,9,759601
33688320,24,9,16823328
34228992,16,9,17479232
84641363,48,10,84436272
16956048,36,11,16951616
34225152,14,10,17483312
17606208,10,9,17589264
17462592,62,10,676912
34343424,38,10,829488
34162432,14,9,34161152
17344352,166,12,689747
17348448,148,12,755265
17152624,12,9,763749
67633152,108,10,820820
16951680,26,11,689714
833636,432,14,549938
17152112,8,10,755520
17414256,106,11,624468
67371008,48,12,16876032
17483600,4,9,17483520
17021552,8,10,763184
17091120,16,9,828449
34097408,38,10,17078384
17524000,72,11,741904
50632448,24,10,17077008
16960400,16,9,833056
101068800,800,12,17004048
34343168,216,12,825456
34028544,92,11,17024800
17466960,800,13,550211
33827584,56,9,17086288
17536304,70,11,758544
16890480,14,9,763748
17549696,52,9,833652
17087104,16,11,17086992
33884672,24,9,33882368
17157024,16,9,17156864
34147328,226,12,16828256
17086032,64,10,414753
16828256,24,10,16807504
34171904,24,9,17413712
17353360,36,10,17352960
34019584,48,12,34019584
829830,4,9,694373
17222544,16,9,833893
16829328,16,9,833906
34315264,100,11,17549904
34233344,96,10,16960080
67895296,800,11,833635
33622784,10,10,16815376
34167552,48,10,764244
17549696,4,9,17549360
34040320,40,10,17200416
33823744,12,10,17091344
34216704,214,14,16890448
101105664,4,9,34367744
17548864,36,10,833057
33900800,44,10,17142816
17086800,12,9,17077552
833893,26,10,812337
834198,16,9,824914
17409888,24,10,694114
17541200,36,11,17531952
16894608,16,9,16893504
33692672,24,9,16958992
16828224,14,9,16806928
16956032,16,9,16942128
34040576,16,11,17217328
34307072,38,10,834165
34364160,38,10,17597696
17091216,40,10,829760
17541216,72,11,17523456
17413984,12,10,759634
17021296,4,9,17020688
17021584,12,9,17021312
67305472,38,10,668176
34163712,24,10,17090864
16955744,10,9,759328
84650305,8,10,693281
118198272,16,9,51089664
829251,800,13,685089
17021024,8,10,755249
16824112,10,9,16790032
17017200,8,9,17016576
34282496,54,11,17532432
34315264,32,10,16960400
17353328,4,9,17352528
67371008,72,12,606992
833620,14,9,820544
833652,16,9,750625
16829312,24,10,755536
34098176,8,10,17352512
17157024,10,9,17156672
829763,144,10,607008
33753600,72,11,33752064
50951168,8,10,50938112
34089472,18,11,17342976
33758208,12,9,16892704
17091456,8,10,17086512
33962240,12,10,17011728
17549968,16,9,17541376
17020992,4,9,17007632
764004,10,9,681008
17602400,8,9,17602368
34372096,120,12,17287824
67698688,96,12,17270352
34106368,12,10,17222528
34359552,72,11,17090848
34311168,16,9,17549328
34375936,12,10,17602592
16829344,8,9,16828960
51034112,216,10,17466400
34371072,36,9,17593888
16824432,36,9,16824400
34371840,40,10,825456
17540960,72,11,763746
17221456,24,10,17200384
16885600,16,9,483856
17082480,16,10,689984
67764224,72,11,624484
17021024,24,9,17020416
51103488,106,10,17548336
34101504,210,10,17339664
16894336,10,9,824881
694371,36,10,615201
833603,52,11,541456
67829760,38,10,764278
34098176,8,9,820240
16894592,14,9,829552
16893504,34,10,812048
17025920,8,10,17025920
17418864,24,9,17409856
833927,72,10,825393
17090128,16,9,414769
17156976,14,9,17155904
34171392,14,9,17409600
101154816,72,11,17353328
17283648,8,9,750608
17606736,72,11,17605936
16894272,114,10,606736
17288096,14,9,834161
34375424,24,9,17592832
34216704,24,9,16890512
17353552,62,10,754976
34278400,144,11,16828768
16803120,24,11,16790032
17610848,8,9,17610800
17479520,10,9,17462272
16824960,16,9,16811568
17484144,72,10,829283
34085632,30,11,34084096
100794368,8,10,50511872
16829312,26,10,833056
34307072,12,9,833328
17549632,14,9,833858
17462592,100,11,685106
34157824,24,9,17011728
764244,36,10,611360
834196,44,10,758800
17483600,16,11,828705
50449152,16,9,50446848
17353072,108,10,821008
833909,16,9,816417
17148016,4,9,690004
34036224,12,10,17134608
17349264,72,10,764243
33967104,14,10,17090096
34383872,36,9,17606224
17484672,36,10,17483872
17090672,32,10,816144
17610048,24,9,832833
834166,12,9,763745
17288096,36,9,17283712
764294,48,12,693827
764294,22,11,764002
33900032,14,9,17130496
17479776,30,9,764000
34015232,8,9,17261824
763715,72,11,475937
67764224,206,10,694371
17008192,36,10,549921
16894800,28,11,807952
17353616,4,9,17353024
34248448,164,12,17462832
17419072,12,10,833858
